0.00.010.108 W Setting 'enable_thinking' via --chat-template-kwargs is deprecated. Use --reasoning on / --reasoning off instead.
0.00.010.840 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.011.623 I srv          init: The UI is disabled
0.00.011.625 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.011.660 W srv  llama_server: -----------------
0.00.011.661 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.011.661 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.011.661 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.011.661 W srv  llama_server: -----------------
0.00.012.821 I srv    load_model: loading model '/home/mln-dev/.claude-local/models/Qwen3.6-35B-A3B-MTP-UD-Q4_K_XL.gguf'
0.00.525.876 W model has unused tensor blk.40.attn_norm.weight (size = 8192 bytes) -- ignoring
0.00.525.884 W model has unused tensor blk.40.post_attention_norm.weight (size = 8192 bytes) -- ignoring
0.00.525.888 W model has unused tensor blk.40.attn_q.weight (size = 17825792 bytes) -- ignoring
0.00.525.890 W model has unused tensor blk.40.attn_k.weight (size = 1114112 bytes) -- ignoring
0.00.525.891 W model has unused tensor blk.40.attn_v.weight (size = 1114112 bytes) -- ignoring
0.00.525.896 W model has unused tensor blk.40.attn_output.weight (size = 8912896 bytes) -- ignoring
0.00.525.897 W model has unused tensor blk.40.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.00.525.899 W model has unused tensor blk.40.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.00.525.901 W model has unused tensor blk.40.ffn_gate_inp.weight (size = 1048576 bytes) -- ignoring
0.00.525.903 W model has unused tensor blk.40.ffn_down_exps.weight (size = 184549376 bytes) -- ignoring
0.00.525.906 W model has unused tensor blk.40.ffn_gate_exps.weight (size = 150994944 bytes) -- ignoring
0.00.525.907 W model has unused tensor blk.40.ffn_up_exps.weight (size = 150994944 bytes) -- ignoring
0.00.525.909 W model has unused tensor blk.40.ffn_gate_inp_shexp.weight (size = 4096 bytes) -- ignoring
0.00.525.911 W model has unused tensor blk.40.ffn_gate_shexp.weight (size = 1114112 bytes) -- ignoring
0.00.525.912 W model has unused tensor blk.40.ffn_up_shexp.weight (size = 1114112 bytes) -- ignoring
0.00.525.914 W model has unused tensor blk.40.ffn_down_shexp.weight (size = 1114112 bytes) -- ignoring
0.00.525.917 W model has unused tensor blk.40.nextn.eh_proj.weight (size = 8912896 bytes) -- ignoring
0.00.525.920 W model has unused tensor blk.40.nextn.enorm.weight (size = 8192 bytes) -- ignoring
0.00.525.922 W model has unused tensor blk.40.nextn.hnorm.weight (size = 8192 bytes) -- ignoring
0.00.525.927 W model has unused tensor blk.40.nextn.shared_head_norm.weight (size = 8192 bytes) -- ignoring
0.03.137.826 I cmn          init: llama threadpool init, n_threads = 16
0.03.173.544 W srv    load_model: cache_reuse is not supported by this context, it will be disabled
0.03.212.716 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 131072, kv_unified = 'false'
0.03.215.315 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.03.215.356 I srv  llama_server: model loaded
0.03.215.360 I srv  llama_server: listening on http://127.0.0.1:1247
0.04.337.942 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.04.338.507 I slot launch_slot_: id  0 | task 0 | processing task, is_child = 0
ggml_vulkan: MUL_MAT_ID f16-B path engaged (GGML_VK_MMID_F16B)
0.08.246.898 I slot print_timing: id  0 | task 0 | prompt eval time =    3210.00 ms /  4686 tokens (    0.69 ms per token,  1459.81 tokens per second)
0.08.246.901 I slot print_timing: id  0 | task 0 |        eval time =     698.34 ms /    39 tokens (   18.38 ms per token,    54.41 tokens per second)
0.08.246.901 I slot print_timing: id  0 | task 0 |       total time =    3908.34 ms /  4725 tokens
0.08.246.908 I slot print_timing: id  0 | task 0 |    graphs reused =         38
0.08.247.196 I slot      release: id  0 | task 0 | stop processing: n_tokens = 4724, truncated = 0
0.08.282.707 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.989 (> 0.100 thold), f_keep = 1.000
0.08.283.212 I slot launch_slot_: id  0 | task 44 | processing task, is_child = 0
0.09.872.123 I slot print_timing: id  0 | task 44 | prompt eval time =     166.87 ms /    52 tokens (    3.21 ms per token,   311.61 tokens per second)
0.09.872.128 I slot print_timing: id  0 | task 44 |        eval time =    1422.00 ms /    79 tokens (   18.23 ms per token,    54.85 tokens per second)
0.09.872.129 I slot print_timing: id  0 | task 44 |       total time =    1588.87 ms /   131 tokens
0.09.872.130 I slot print_timing: id  0 | task 44 |    graphs reused =        115
0.09.872.453 I slot      release: id  0 | task 44 | stop processing: n_tokens = 4854, truncated = 0
0.09.944.275 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.985 (> 0.100 thold), f_keep = 1.000
0.09.944.994 I slot launch_slot_: id  0 | task 125 | processing task, is_child = 0
0.10.724.885 I slot print_timing: id  0 | task 125 | prompt eval time =     213.20 ms /    73 tokens (    2.92 ms per token,   342.40 tokens per second)
0.10.724.889 I slot print_timing: id  0 | task 125 |        eval time =     566.66 ms /    32 tokens (   18.28 ms per token,    54.71 tokens per second)
0.10.724.889 I slot print_timing: id  0 | task 125 |       total time =     779.86 ms /   105 tokens
0.10.724.890 I slot print_timing: id  0 | task 125 |    graphs reused =        145
0.10.725.172 I slot      release: id  0 | task 125 | stop processing: n_tokens = 4958, truncated = 0
0.10.981.341 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.846 (> 0.100 thold), f_keep = 0.800
0.10.982.089 I slot launch_slot_: id  0 | task 159 | processing task, is_child = 0
0.13.168.822 I slot print_timing: id  0 | task 159 | prompt eval time =    1490.51 ms /  2049 tokens (    0.73 ms per token,  1374.70 tokens per second)
0.13.168.825 I slot print_timing: id  0 | task 159 |        eval time =     696.20 ms /    39 tokens (   18.32 ms per token,    54.58 tokens per second)
0.13.168.825 I slot print_timing: id  0 | task 159 |       total time =    2186.71 ms /  2088 tokens
0.13.168.827 I slot print_timing: id  0 | task 159 |    graphs reused =        182
0.13.169.080 I slot      release: id  0 | task 159 | stop processing: n_tokens = 4725, truncated = 0
0.13.202.485 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.989 (> 0.100 thold), f_keep = 1.000
0.13.203.133 I slot launch_slot_: id  0 | task 202 | processing task, is_child = 0
0.14.802.193 I slot print_timing: id  0 | task 202 | prompt eval time =     167.66 ms /    52 tokens (    3.22 ms per token,   310.16 tokens per second)
